"觀測時間(day)","測站氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)"
"14","996.8","998.7","2025/09/14 22:24:00","995.4","2025/09/14 14:54:00","29.3","34.4","2025/09/14 10:32:00","25.7","2025/09/14 22:36:00","75","55","2025/09/14 10:41:00","1.4","289","6.6","303","2025/09/14 13:46:00","1.0"
"15","996.5","998.8","2025/09/15 08:36:00","995.0","2025/09/15 16:38:00","30.5","33.8","2025/09/15 15:39:00","25.0","2025/09/15 04:59:00","75","59","2025/09/15 15:39:00","1.0","358","5.3","294","2025/09/15 13:41:00","0.0"
"16","995.6","997.4","2025/09/16 08:33:00","993.8","2025/09/16 18:23:00","29.5","34.2","2025/09/16 10:39:00","25.5","2025/09/16 05:43:00","75","59","2025/09/16 10:40:00","1.0","196","4.7","295","2025/09/16 14:04:00","0.0"
"17","994.6","995.7","2025/09/17 09:38:00","992.8","2025/09/17 15:58:00","30.2","36.0","2025/09/17 11:30:00","25.7","2025/09/17 04:21:00","68","48","2025/09/17 10:58:00","1.3","115","6.3","282","2025/09/17 13:37:00","0.0"
"18","994.2","/","--","/","--","28.8","/","--","/","--","78","/","--","1.0","107","/","/","--","0.0"
"19","994.6","996.2","2025/09/19 00:17:00","992.1","2025/09/19 14:44:00","28.6","36.1","2025/09/19 11:45:00","24.8","2025/09/19 18:36:00","80","53","2025/09/19 11:45:00","1.0","233","7.7","188","2025/09/19 17:44:00","2.5"
"20","994.1","995.5","2025/09/20 00:02:00","992.6","2025/09/20 13:42:00","27.6","34.3","2025/09/20 10:58:00","24.7","2025/09/20 05:03:00","83","54","2025/09/20 10:43:00","1.0","299","6.6","271","2025/09/20 13:19:00","3.5"
"21","991.5","993.9","2025/09/21 00:02:00","988.8","2025/09/21 14:10:00","29.5","35.7","2025/09/21 12:55:00","24.5","2025/09/21 04:00:00","70","49","2025/09/21 12:55:00","1.4","48","12.2","39","2025/09/21 11:48:00","0.0"
"22","988.1","992.2","2025/09/22 00:27:00","985.1","2025/09/22 16:13:00","29.1","33.5","2025/09/22 10:39:00","27.1","2025/09/22 06:10:00","72","56","2025/09/22 10:06:00","2.3","34","13.8","58","2025/09/22 10:58:00","0.0"
"23","986.8","991.0","2025/09/23 21:36:00","982.8","2025/09/23 02:04:00","27.9","31.6","2025/09/23 03:48:00","25.1","2025/09/23 23:55:00","81","52","2025/09/23 03:41:00","1.1","189","13.2","68","2025/09/23 01:31:00","3.0"
"24","991.1","994.6","2025/09/24 23:31:00","987.9","2025/09/24 04:25:00","28.3","35.0","2025/09/24 13:14:00","24.4","2025/09/24 04:05:00","81","56","2025/09/24 13:13:00","1.1","250","5.6","239","2025/09/24 10:25:00","1.0"
"25","995.1","997.3","2025/09/25 22:23:00","993.4","2025/09/25 02:09:00","29.4","36.3","2025/09/25 14:07:00","25.1","2025/09/25 05:23:00","77","53","2025/09/25 12:33:00","1.0","262","4.8","257","2025/09/25 15:35:00","0.0"
"26","997.1","998.8","2025/09/26 08:38:00","995.8","2025/09/26 14:16:00","28.0","32.0","2025/09/26 10:20:00","25.4","2025/09/26 23:55:00","77","65","2025/09/26 17:08:00","0.8","121","4.3","103","2025/09/26 05:28:00","0.0"
"27","997.5","999.0","2025/09/27 08:07:00","996.0","2025/09/27 14:38:00","29.3","34.6","2025/09/27 11:03:00","24.0","2025/09/27 04:33:00","70","51","2025/09/27 15:01:00","1.2","299","5.0","293","2025/09/27 12:18:00","0.0"
"28","997.4","999.5","2025/09/28 21:27:00","996.0","2025/09/28 13:47:00","29.5","35.2","2025/09/28 11:18:00","25.6","2025/09/28 05:24:00","69","49","2025/09/28 10:40:00","1.4","121","6.1","306","2025/09/28 14:35:00","0.0"
"29","997.3","998.9","2025/09/29 00:02:00","996.1","2025/09/29 16:12:00","28.6","33.7","2025/09/29 10:06:00","25.7","2025/09/29 03:44:00","77","56","2025/09/29 10:05:00","1.1","297","5.4","296","2025/09/29 13:34:00","0.0"
"30","996.7","998.2","2025/09/30 08:04:00","994.6","2025/09/30 15:17:00","28.8","35.8","2025/09/30 10:26:00","24.8","2025/09/30 05:01:00","75","50","2025/09/30 11:09:00","1.0","245","6.2","249","2025/09/30 13:13:00","0.0"
