"觀測時間(day)","測站氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)"
"13","998.9","1000.2","2024/08/13 22:37:00","997.4","2024/08/13 03:27:00","29.2","33.1","2024/08/13 10:21:00","26.6","2024/08/13 06:01:00","75","58","2024/08/13 10:20:00","1.3","152","9.2","262","2024/08/13 13:53:00","0.0"
"14","999.2","1000.6","2024/08/14 09:15:00","997.8","2024/08/14 04:09:00","27.9","32.8","2024/08/14 10:21:00","25.4","2024/08/14 14:23:00","80","59","2024/08/14 10:21:00","1.3","93","9.4","203","2024/08/14 14:07:00","7.0"
"15","998.4","999.6","2024/08/15 09:23:00","996.6","2024/08/15 17:32:00","26.9","29.0","2024/08/15 09:03:00","23.5","2024/08/15 13:15:00","83","70","2024/08/15 09:57:00","0.9","79","8.1","196","2024/08/15 12:51:00","46.5"
"16","998.5","1000.3","2024/08/16 22:22:00","996.9","2024/08/16 16:40:00","27.6","30.9","2024/08/16 14:55:00","25.3","2024/08/16 05:41:00","83","66","2024/08/16 09:59:00","1.1","203","6.7","315","2024/08/16 12:39:00","1.0"
"17","1001.0","1002.5","2024/08/17 21:38:00","999.5","2024/08/17 04:25:00","27.1","29.1","2024/08/17 11:06:00","24.8","2024/08/17 05:41:00","84","71","2024/08/17 23:24:00","2.0","261","10.3","266","2024/08/17 12:51:00","0.5"
"18","1000.1","1001.9","2024/08/18 08:38:00","998.5","2024/08/18 16:35:00","28.4","31.3","2024/08/18 13:52:00","25.4","2024/08/18 05:53:00","77","67","2024/08/18 13:17:00","2.1","253","9.5","256","2024/08/18 12:52:00","0.0"
"19","998.5","999.9","2024/08/19 21:35:00","996.7","2024/08/19 15:44:00","29.0","32.8","2024/08/19 12:02:00","26.2","2024/08/19 05:20:00","70","57","2024/08/19 11:53:00","3.3","241","12.1","262","2024/08/19 13:20:00","0.0"
"20","1000.6","1003.8","2024/08/20 20:44:00","998.6","2024/08/20 15:23:00","29.1","34.5","2024/08/20 11:50:00","25.8","2024/08/20 23:33:00","69","47","2024/08/20 11:41:00","2.1","244","14.9","254","2024/08/20 16:32:00","0.0"
"21","1002.4","1003.8","2024/08/21 21:38:00","1000.9","2024/08/21 14:55:00","29.5","33.2","2024/08/21 11:08:00","25.4","2024/08/21 05:20:00","67","49","2024/08/21 09:35:00","3.2","262","13.9","252","2024/08/21 14:57:00","0.0"
"22","1002.8","1004.1","2024/08/22 22:43:00","1001.0","2024/08/22 16:17:00","29.8","33.5","2024/08/22 10:17:00","26.3","2024/08/22 02:43:00","66","45","2024/08/22 10:27:00","2.8","235","12.4","240","2024/08/22 11:33:00","0.0"
"23","1003.0","1004.0","2024/08/23 08:28:00","1001.6","2024/08/23 17:17:00","28.4","32.1","2024/08/23 13:00:00","26.0","2024/08/23 23:43:00","77","64","2024/08/23 13:06:00","1.5","263","10.0","254","2024/08/23 13:06:00","0.0"
"24","1002.5","1003.8","2024/08/24 08:32:00","1001.0","2024/08/24 16:00:00","28.1","33.7","2024/08/24 10:56:00","24.6","2024/08/24 19:32:00","78","53","2024/08/24 10:51:00","1.1","215","7.3","197","2024/08/24 18:44:00","1.0"
"25","1001.3","1003.0","2024/08/25 09:40:00","999.4","2024/08/25 16:32:00","28.6","32.1","2024/08/25 15:41:00","24.3","2024/08/25 05:41:00","75","58","2024/08/25 15:41:00","1.0","273","6.3","269","2024/08/25 12:43:00","0.0"
"26","999.5","1001.0","2024/08/26 08:48:00","998.0","2024/08/26 17:26:00","28.7","32.3","2024/08/26 10:34:00","25.4","2024/08/26 05:21:00","76","55","2024/08/26 11:56:00","1.3","238","7.6","266","2024/08/26 11:54:00","0.0"
"27","997.5","999.1","2024/08/27 07:32:00","995.0","2024/08/27 16:17:00","28.9","32.7","2024/08/27 12:36:00","25.3","2024/08/27 04:53:00","75","58","2024/08/27 10:02:00","2.6","245","10.6","252","2024/08/27 14:38:00","0.0"
"28","996.4","998.2","2024/08/28 21:42:00","994.6","2024/08/28 15:00:00","29.2","32.9","2024/08/28 12:31:00","25.5","2024/08/28 05:19:00","75","58","2024/08/28 10:33:00","1.7","277","7.6","244","2024/08/28 14:54:00","0.0"
"29","998.8","1001.1","2024/08/29 23:30:00","997.2","2024/08/29 03:26:00","29.2","33.3","2024/08/29 10:47:00","26.1","2024/08/29 06:13:00","75","56","2024/08/29 14:21:00","1.2","74","7.3","110","2024/08/29 17:04:00","0.0"
"30","1000.9","1001.9","2024/08/30 09:27:00","1000.0","2024/08/30 14:32:00","29.6","33.0","2024/08/30 14:03:00","26.2","2024/08/30 06:41:00","72","60","2024/08/30 13:56:00","1.0","330","6.8","294","2024/08/30 11:48:00","0.0"
"31","1001.4","1002.9","2024/08/31 06:57:00","999.2","2024/08/31 14:58:00","29.9","33.9","2024/08/31 14:05:00","26.2","2024/08/31 02:53:00","75","60","2024/08/31 14:36:00","1.7","340","7.4","16","2024/08/31 12:40:00","0.0"
